"recipe_id","ingredient_id","measure"
"6462a8f74c3d0ddd28897fcd","640c2dd963a319ea671e367e","175g"
"6462a8f74c3d0ddd28897fcd","640c2dd963a319ea671e3687","175g"
"6462a8f74c3d0ddd28897fcd","640c2dd963a319ea671e3762","140g"
"6462a8f74c3d0ddd28897fcd","640c2dd963a319ea671e3814","50g"
"6462a8f74c3d0ddd28897fcd","640c2dd963a319ea671e3665",½ tsp
"6462a8f74c3d0ddd28897fcd","640c2dd963a319ea671e36ca","3 Medium"
"6462a8f74c3d0ddd28897fcd","640c2dd963a319ea671e3786",½ tsp
"6462a8f74c3d0ddd28897fcd","640c2dd963a319ea671e3861",¼ teaspoon
"6462a8f74c3d0ddd28897fcd","640c2dd963a319ea671e380f",½ tsp
"6462a8f74c3d0ddd28897fcd","640c2dd963a319ea671e37bf","200g"
"6462a8f74c3d0ddd28897fcd","640c2dd963a319ea671e3813","1kg"
"6462a8f74c3d0ddd28897fcd","640c2dd963a319ea671e379d",Dusting
"6462a8f74c3d0ddd28897fbc","640c2dd963a319ea671e3796","300g soaked overnight in water"
"6462a8f74c3d0ddd28897fbc","640c2dd963a319ea671e370c","2kg cut into 3cm cubes"
"6462a8f74c3d0ddd28897fbc","640c2dd963a319ea671e372c","120ml"
"6462a8f74c3d0ddd28897fbc","640c2dd963a319ea671e3765","24 Skinned"
"6462a8f74c3d0ddd28897fbc","640c2dd963a319ea671e3684","4 large"
"6462a8f74c3d0ddd28897fbc","640c2dd963a319ea671e3784","2"
"6462a8f74c3d0ddd28897fbc","640c2dd963a319ea671e3689","1"
"6462a8f74c3d0ddd28897fbc","640c2dd963a319ea671e368d","350g"
"6462a8f74c3d0ddd28897fbc","640c2dd963a319ea671e3794","150ml"
"6462a8f74c3d0ddd28897fbc","640c2dd963a319ea671e3687","1 tsp"
"6462a8f74c3d0ddd28897fbc","640c2dd963a319ea671e36de","4 sprigs"
"6462a8f74c3d0ddd28897fbc","640c2dd963a319ea671e3731","4 sprigs"
"6462a8f74c3d0ddd28897fbc","640c2dd963a319ea671e3696","450ml"
"6462a8f74c3d0ddd2889800c","640c2dd963a319ea671e367e","100g "
"6462a8f74c3d0ddd2889800c","640c2dd963a319ea671e370b","900g"
"6462a8f74c3d0ddd2889800c","640c2dd963a319ea671e3801","3"
"6462a8f74c3d0ddd2889800c","640c2dd963a319ea671e372e","2 medium"
"6462a8f74c3d0ddd2889800c","640c2dd963a319ea671e3684","4 sliced"
"6462a8f74c3d0ddd2889800c","640c2dd963a319ea671e3743","25g"
"6462a8f74c3d0ddd2889800c","640c2dd963a319ea671e3798","2 tsp"
"6462a8f74c3d0ddd2889800c","640c2dd963a319ea671e3696","500ml"
"6462a8f74c3d0ddd2889800c","640c2dd963a319ea671e366b","2"
"6462a8f74c3d0ddd2889800c","640c2dd963a319ea671e3746","900g"
"6462a8f74c3d0ddd28897fbf","640c2dd963a319ea671e376c","3/4 cup"
"6462a8f74c3d0ddd28897fbf","640c2dd963a319ea671e378f","1/2 cup"
"6462a8f74c3d0ddd28897fbf","640c2dd963a319ea671e367d","1/4 cup"
"6462a8f74c3d0ddd28897fbf","640c2dd963a319ea671e36f8","1/2 teaspoon"
"6462a8f74c3d0ddd28897fbf","640c2dd963a319ea671e3720","1/2 teaspoon"
"6462a8f74c3d0ddd28897fbf","640c2dd963a319ea671e36b3","4 Tablespoons"
"6462a8f74c3d0ddd28897fbf","640c2dd963a319ea671e3694","2"
"6462a8f74c3d0ddd28897fbf","640c2dd963a319ea671e3772","1 (12 oz.)"
"6462a8f74c3d0ddd28897fbf","640c2dd963a319ea671e367c","3 cups"
"6462a8f74c3d0ddd28897fc3","640c2dd963a319ea671e365c","1 lb"
"6462a8f74c3d0ddd28897fc3","640c2dd963a319ea671e372c","1 tablespoon"
"6462a8f74c3d0ddd28897fc3","640c2dd963a319ea671e376c","2 tablespoons"
"6462a8f74c3d0ddd28897fc3","640c2dd963a319ea671e375c","2 tablespoons"
"6462a8f74c3d0ddd28897fc3","640c2dd963a319ea671e3764","4 tablespoons"
"6462a8f74c3d0ddd28898019","640c2dd963a319ea671e3789",Dash
"6462a8f74c3d0ddd28898019","640c2dd963a319ea671e366e","1 Can"
"6462a8f74c3d0ddd28898019","640c2dd963a319ea671e3746","5 thin cut"
"6462a8f74c3d0ddd28898019","640c2dd963a319ea671e3690","2 cups"
"6462a8f74c3d0ddd28897fbd","640c2dd963a319ea671e3743","175g/6oz"
"6462a8f74c3d0ddd28897fbd","640c2dd963a319ea671e369a","75g/2½oz"
"6462a8f74c3d0ddd28897fbd","640c2dd963a319ea671e36ad","2-3 tbsp"
"6462a8f74c3d0ddd28897fbd","640c2dd963a319ea671e3749","1 tbsp"
"6462a8f74c3d0ddd28897fbd","640c2dd963a319ea671e367e","125g/4½oz"
"6462a8f74c3d0ddd28897fbd","640c2dd963a319ea671e3687","125g/4½oz"
"6462a8f74c3d0ddd28897fbd","640c2dd963a319ea671e36f6","125g/4½oz"
"6462a8f74c3d0ddd28897fbd","640c2dd963a319ea671e36da","1"
"6462a8f74c3d0ddd28897fbd","640c2dd963a319ea671e3861",½ tsp
"6462a8f74c3d0ddd28897fbd","640c2dd963a319ea671e36d5","50g/1¾oz"
"6462a8f74c3d0ddd28898054","640c2dd963a319ea671e3707","1  bunch"
"6462a8f74c3d0ddd28898054","640c2dd963a319ea671e3664","2 strips"
"6462a8f74c3d0ddd28898054","640c2dd963a319ea671e36e3","3 cloves Chopped"
"6462a8f74c3d0ddd28898054","640c2dd963a319ea671e37ae","1 medium"
"6462a8f74c3d0ddd28898054","640c2dd963a319ea671e3733","1/2 tsp"
"6462a8f74c3d0ddd28898054","640c2dd963a319ea671e377c","1 Sprig"
"6462a8f74c3d0ddd28898054","640c2dd963a319ea671e37af","1"
"6462a8f74c3d0ddd28898054","640c2dd963a319ea671e374f","1"
"6462a8f74c3d0ddd28898054","640c2dd963a319ea671e37d4","4"
"6462a8f74c3d0ddd28898054","640c2dd963a319ea671e3789",Splash
"6462a8f74c3d0ddd28897fd4","640c2dd963a319ea671e366c","4-5 pound"
"6462a8f74c3d0ddd28897fd4","640c2dd963a319ea671e375e",Dash
"6462a8f74c3d0ddd28897fd4","640c2dd963a319ea671e37ae","3"
"6462a8f74c3d0ddd28897fd4","640c2dd963a319ea671e36e3","5 cloves"
"6462a8f74c3d0ddd28897fd4","640c2dd963a319ea671e377c","1 Sprig"
"6462a8f74c3d0ddd28897fd4","640c2dd963a319ea671e37cb","1 sprig "
"6462a8f74c3d0ddd28897fd4","640c2dd963a319ea671e366b","4"
"6462a8f74c3d0ddd28897fd4","640c2dd963a319ea671e366f","2 cups"
"6462a8f74c3d0ddd28897fd4","640c2dd963a319ea671e3684","3 Large"
"6462a8f74c3d0ddd28897fd4","640c2dd963a319ea671e3727","1 Tbsp"
"6462a8f74c3d0ddd28897fd4","640c2dd963a319ea671e3746","4 Mashed"
"6462a8f74c3d0ddd2889806d","640c2dd963a319ea671e367e","1 cup "
"6462a8f74c3d0ddd2889806d","640c2dd963a319ea671e36c9","3"
"6462a8f74c3d0ddd2889806d","640c2dd963a319ea671e379c","8 oz "
"6462a8f74c3d0ddd2889806d","640c2dd963a319ea671e3665","1 tsp "
"6462a8f74c3d0ddd2889806d","640c2dd963a319ea671e36d7","3 cups "
"6462a8f74c3d0ddd2889806d","640c2dd963a319ea671e3890","1 Jar"
"6462a8f74c3d0ddd28897ff4","640c2dd963a319ea671e3746","225g new"
"6462a8f74c3d0ddd28897ff4","640c2dd963a319ea671e36f1","100g "
"6462a8f74c3d0ddd28897ff4","640c2dd963a319ea671e3776","1 tbsp"
"6462a8f74c3d0ddd28897ff4","640c2dd963a319ea671e36e3","1 clove"
"6462a8f74c3d0ddd28897ff4","640c2dd963a319ea671e377a","4 tsp "
"6462a8f74c3d0ddd28897ff4","640c2dd963a319ea671e36ab","400ml"
"6462a8f74c3d0ddd28897ff4","640c2dd963a319ea671e3779","2 tsp"
"6462a8f74c3d0ddd28897ff4","640c2dd963a319ea671e3774","1 tsp"
"6462a8f74c3d0ddd28897ff4","640c2dd963a319ea671e365b","450g boneless"
"6462a8f74c3d0ddd28897ff4","640c2dd963a319ea671e3716","2 fresh kaffir leaves"
"6462a8f74c3d0ddd28897ff4","640c2dd963a319ea671e3667",handfull
"6462a8f74c3d0ddd28897ff4","640c2dd963a319ea671e3753",Boiled
"6462a8f74c3d0ddd28898047","640c2dd963a319ea671e365d","500g"
"6462a8f74c3d0ddd28898047","640c2dd963a319ea671e372e","2 chopped"
"6462a8f74c3d0ddd28898047","640c2dd963a319ea671e3684","2 chopped"
"6462a8f74c3d0ddd28898047","640c2dd963a319ea671e36e3","2 cloves"
"6462a8f74c3d0ddd28898047","640c2dd963a319ea671e366a","2"
"6462a8f74c3d0ddd28898047","640c2dd963a319ea671e3751","200ml"
"6462a8f74c3d0ddd28898047","640c2dd963a319ea671e378f","2 Litres"
"6462a8f74c3d0ddd28898047","640c2dd963a319ea671e3727","3 tbs"
"6462a8f74c3d0ddd28898047","640c2dd963a319ea671e375e","1tbsp"
"6462a8f74c3d0ddd28898047","640c2dd963a319ea671e373f","1/2 tsp"
"6462a8f74c3d0ddd28898047","640c2dd963a319ea671e3733","1/2 tsp"
"6462a8f74c3d0ddd28898047","640c2dd963a319ea671e3789","2 tbs"
"6462a8f74c3d0ddd28897ffc","640c2dd963a319ea671e3746","1.5kg"
"6462a8f74c3d0ddd28897ffc","640c2dd963a319ea671e367e","30g"
"6462a8f74c3d0ddd28897ffc","640c2dd963a319ea671e36c3","5 tblsp "
"6462a8f74c3d0ddd28897ffc","640c2dd963a319ea671e36c9","2"
"6462a8f74c3d0ddd28897ffc","640c2dd963a319ea671e3765","7"
"6462a8f74c3d0ddd28897ffc","640c2dd963a319ea671e3684","3 chopped"
"6462a8f74c3d0ddd28897ffc","640c2dd963a319ea671e368a","2 sticks"
"6462a8f74c3d0ddd28897ffc","640c2dd963a319ea671e36e4","1 finely chopped "
"6462a8f74c3d0ddd28897ffc","640c2dd963a319ea671e3794","4 tbsp"
"6462a8f74c3d0ddd28897ffc","640c2dd963a319ea671e377e","1 tbls"
"6462a8f74c3d0ddd28897ffc","640c2dd963a319ea671e37e8","400g"
"6462a8f74c3d0ddd28897ffc","640c2dd963a319ea671e3696","350ml"
"6462a8f74c3d0ddd28897ffc","640c2dd963a319ea671e365b","600g"
"6462a8f74c3d0ddd28897ffc","640c2dd963a319ea671e37ad","16"
"6462a8f74c3d0ddd28897ffc","640c2dd963a319ea671e3738","2 tbs"
"6462a8f74c3d0ddd2889804b","640c2dd963a319ea671e3748","320g"
"6462a8f74c3d0ddd2889804b","640c2dd963a319ea671e37db","4 tbs"
"6462a8f74c3d0ddd2889804b","640c2dd963a319ea671e380d","3"
"6462a8f74c3d0ddd2889804b","640c2dd963a319ea671e3824","4 tbs"
"6462a8f74c3d0ddd2889804b","640c2dd963a319ea671e36b5","100ml"
"6462a8f74c3d0ddd2889804b","640c2dd963a319ea671e379d","1 tbs"
"6462a8f74c3d0ddd2889804b","640c2dd963a319ea671e3683","3"
"6462a8f74c3d0ddd28898017","640c2dd963a319ea671e367e","100g "
"6462a8f74c3d0ddd28898017","640c2dd963a319ea671e3725","175g"
"6462a8f74c3d0ddd28898017","640c2dd963a319ea671e36ca","2 large"
"6462a8f74c3d0ddd28898017","640c2dd963a319ea671e3762","225g"
"6462a8f74c3d0ddd28898017","640c2dd963a319ea671e3665","1 tsp "
"6462a8f74c3d0ddd28898017","640c2dd963a319ea671e3670","1 tsp "
"6462a8f74c3d0ddd28898017","640c2dd963a319ea671e3673","3 tbs"
"6462a8f74c3d0ddd28898017","640c2dd963a319ea671e371f","275ml"
"6462a8f74c3d0ddd28898017","640c2dd963a319ea671e36c3",to serve
"6462a8f74c3d0ddd28898017","640c2dd963a319ea671e3786","1 tsp "
"6462a8f74c3d0ddd28898050","640c2dd963a319ea671e3789","450ml"
"6462a8f74c3d0ddd28898050","640c2dd963a319ea671e3743","400g"
"6462a8f74c3d0ddd28898050","640c2dd963a319ea671e3670","2 tsp"
"6462a8f74c3d0ddd28898050","640c2dd963a319ea671e3774","550ml"
"6462a8f74c3d0ddd28898050","640c2dd963a319ea671e36ca","5"
"6462a8f74c3d0ddd28898050","640c2dd963a319ea671e375e",½ tsp
"6462a8f74c3d0ddd28898050","640c2dd963a319ea671e36a5","2 tsp"
"6462a8f74c3d0ddd28898050","640c2dd963a319ea671e3684","500g grated"
"6462a8f74c3d0ddd28898050","640c2dd963a319ea671e37d7","150g"
"6462a8f74c3d0ddd28898050","640c2dd963a319ea671e379c","200g"
"6462a8f74c3d0ddd28898050","640c2dd963a319ea671e3687","150g"
"6462a8f74c3d0ddd28898050","640c2dd963a319ea671e367e","100g "
"6462a8f74c3d0ddd2889802b","640c2dd963a319ea671e3760","2"
"6462a8f74c3d0ddd2889802b","640c2dd963a319ea671e3664","3"
"6462a8f74c3d0ddd2889802b","640c2dd963a319ea671e3726","2"
"6462a8f74c3d0ddd2889802b","640c2dd963a319ea671e377f","2"
"6462a8f74c3d0ddd2889802b","640c2dd963a319ea671e3815","1 Slice"
"6462a8f74c3d0ddd2889802b","640c2dd963a319ea671e36ca","2"
"6462a8f74c3d0ddd2889802b","640c2dd963a319ea671e3678","1 Slice"
"6462a8f74c3d0ddd2889803c","640c2dd963a319ea671e372c","2 tbs"
"6462a8f74c3d0ddd2889803c","640c2dd963a319ea671e3770","8"
"6462a8f74c3d0ddd2889803c","640c2dd963a319ea671e376f","200g"
"6462a8f74c3d0ddd2889803c","640c2dd963a319ea671e3867","4"
"6462a8f74c3d0ddd2889803c","640c2dd963a319ea671e3781","1 can "
"6462a8f74c3d0ddd2889803c","640c2dd963a319ea671e36ca","2"
"6462a8f74c3d0ddd2889803c","640c2dd963a319ea671e3700",Dash
"6462a8f74c3d0ddd2889803c","640c2dd963a319ea671e377f","4 Chopped"
"6462a8f74c3d0ddd2889803c","640c2dd963a319ea671e36b7","1/4 "
"6462a8f74c3d0ddd2889803c","640c2dd963a319ea671e3712","1 tbs"
"6462a8f74c3d0ddd2889803c","640c2dd963a319ea671e3812","4 tbs"
"6462a8f74c3d0ddd2889803e","640c2dd963a319ea671e3746","2"
"6462a8f74c3d0ddd2889803e","640c2dd963a319ea671e374e","1"
"6462a8f74c3d0ddd2889803e","640c2dd963a319ea671e36e3","2 cloves"
"6462a8f74c3d0ddd2889803e","640c2dd963a319ea671e3716","1"
"6462a8f74c3d0ddd2889803e","640c2dd963a319ea671e3678","2"
"6462a8f74c3d0ddd2889803e","640c2dd963a319ea671e365e","1 lb"
"6462a8f74c3d0ddd2889803e","640c2dd963a319ea671e37c4",
"6462a8f74c3d0ddd2889803e","640c2dd963a319ea671e3700",
"6462a8f74c3d0ddd2889803e","640c2dd963a319ea671e377d",
"6462a8f74c3d0ddd2889803e","640c2dd963a319ea671e3774",
"6462a8f74c3d0ddd2889803e","640c2dd963a319ea671e3789",
"6462a8f74c3d0ddd2889803e","640c2dd963a319ea671e375e",
"6462a8f74c3d0ddd2889803e","640c2dd963a319ea671e373f",
"6462a8f74c3d0ddd28898051","640c2dd963a319ea671e37a5","400g"
"6462a8f74c3d0ddd28898051","640c2dd963a319ea671e3747","8"
"6462a8f74c3d0ddd28898051","640c2dd963a319ea671e375a","2 pinches"
"6462a8f74c3d0ddd28898051","640c2dd963a319ea671e372c","5 tblsp "
"6462a8f74c3d0ddd28898051","640c2dd963a319ea671e372e","1 large"
"6462a8f74c3d0ddd28898051","640c2dd963a319ea671e36e3","3 cloves"
"6462a8f74c3d0ddd28898051","640c2dd963a319ea671e3733","2 tbs"
"6462a8f74c3d0ddd28898051","640c2dd963a319ea671e37a7","1 tail"
"6462a8f74c3d0ddd28898051","640c2dd963a319ea671e37a9","4"
"6462a8f74c3d0ddd28898051","640c2dd963a319ea671e37ab","650ml"
"6462a8f74c3d0ddd28898051","640c2dd963a319ea671e377f","2 large"
"6462a8f74c3d0ddd28898051","640c2dd963a319ea671e3711",Juice of 1
"6462a8f74c3d0ddd28898051","640c2dd963a319ea671e3738",Topping
"6462a8f74c3d0ddd2889803f","640c2dd963a319ea671e3684","6 chopped"
"6462a8f74c3d0ddd2889803f","640c2dd963a319ea671e37ae","1 sliced"
"6462a8f74c3d0ddd2889803f","640c2dd963a319ea671e36e4","4"
"6462a8f74c3d0ddd2889803f","640c2dd963a319ea671e36b8","1 tsp "
"6462a8f74c3d0ddd2889803f","640c2dd963a319ea671e36af","1/2 tsp"
"6462a8f74c3d0ddd2889803f","640c2dd963a319ea671e372c","1 tbs"
"6462a8f74c3d0ddd2889803f","640c2dd963a319ea671e36e2","1/4 tsp"
"6462a8f74c3d0ddd2889803f","640c2dd963a319ea671e3712","1 tsp "
"6462a8f74c3d0ddd28898040","640c2dd963a319ea671e3867","1 Packet"
"6462a8f74c3d0ddd28898040","640c2dd963a319ea671e37c2","150g"
"6462a8f74c3d0ddd28898040","640c2dd963a319ea671e37ae","150g"
"6462a8f74c3d0ddd28898040","640c2dd963a319ea671e372b","40g"
"6462a8f74c3d0ddd28898040","640c2dd963a319ea671e375e",Dash
"6462a8f74c3d0ddd28898040","640c2dd963a319ea671e373f",Dash
"6462a8f74c3d0ddd28898069","640c2dd963a319ea671e3761",Handful
"6462a8f74c3d0ddd28898069","640c2dd963a319ea671e366a","4"
"6462a8f74c3d0ddd28898069","640c2dd963a319ea671e36e3","4 cloves"
"6462a8f74c3d0ddd28898069","640c2dd963a319ea671e377c",Handful
"6462a8f74c3d0ddd28898069","640c2dd963a319ea671e37b1","4"
"6462a8f74c3d0ddd28898069","640c2dd963a319ea671e3794","100ml"
"6462a8f74c3d0ddd28898055","640c2dd963a319ea671e367e","250g"
"6462a8f74c3d0ddd28898055","640c2dd963a319ea671e3743","350g"
"6462a8f74c3d0ddd28898055","640c2dd963a319ea671e3711",Juice of 1/2
"6462a8f74c3d0ddd28898055","640c2dd963a319ea671e3807","200g"
"6462a8f74c3d0ddd28898055","640c2dd963a319ea671e3809","50g"
"6462a8f74c3d0ddd28898055","640c2dd963a319ea671e3725","100g "
"6462a8f74c3d0ddd28898055","640c2dd963a319ea671e36a5","1 tsp "
"6462a8f74c3d0ddd28898055","640c2dd963a319ea671e36e8","1 tsp "
"6462a8f74c3d0ddd28898055","640c2dd963a319ea671e3860","1 tsp "
"6462a8f74c3d0ddd28898055","640c2dd963a319ea671e36ca","1 beaten"
"6462a8f74c3d0ddd28898055","640c2dd963a319ea671e3774",spinkling
"6462a8f74c3d0ddd28898068","640c2dd963a319ea671e365e","200g"
"6462a8f74c3d0ddd28898068","640c2dd963a319ea671e3820","1"
"6462a8f74c3d0ddd28898068","640c2dd963a319ea671e378f",Dash
"6462a8f74c3d0ddd28898068","640c2dd963a319ea671e375e","1/2 tsp"
"6462a8f74c3d0ddd28898068","640c2dd963a319ea671e3774","1 tsp "
"6462a8f74c3d0ddd28898068","640c2dd963a319ea671e376c","10g"
"6462a8f74c3d0ddd28898068","640c2dd963a319ea671e384d","10g"
"6462a8f74c3d0ddd28898068","640c2dd963a319ea671e377e","30g"
"6462a8f74c3d0ddd28898068","640c2dd963a319ea671e378e","10g"
"6462a8f74c3d0ddd28898068","640c2dd963a319ea671e36af",Dash
"6462a8f74c3d0ddd28898099","640c2dd963a319ea671e3707","1  bunch"
"6462a8f74c3d0ddd28898099","640c2dd963a319ea671e3702","8"
"6462a8f74c3d0ddd28898099","640c2dd963a319ea671e37f5","1 Head chopped"
"6462a8f74c3d0ddd28898099","640c2dd963a319ea671e36e4","8"
"6462a8f74c3d0ddd28898099","640c2dd963a319ea671e37ae",Sliced
"6462a8f74c3d0ddd28898099","640c2dd963a319ea671e37f6",Sliced
"6462a8f74c3d0ddd28898099","640c2dd963a319ea671e3696","1 cup "
"6462a8f74c3d0ddd28898099","640c2dd963a319ea671e375e",
"6462a8f74c3d0ddd28898099","640c2dd963a319ea671e373f",
"6462a8f74c3d0ddd28898067","640c2dd963a319ea671e3838","2 tbs"
"6462a8f74c3d0ddd28898067","640c2dd963a319ea671e366d","4"
"6462a8f74c3d0ddd28898067","640c2dd963a319ea671e366f","1 1/2 cup "
"6462a8f74c3d0ddd28898067","640c2dd963a319ea671e367e","2 tbs"
"6462a8f74c3d0ddd28898067","640c2dd963a319ea671e36e3","2 cloves minced"
"6462a8f74c3d0ddd28898067","640c2dd963a319ea671e368c","1 medium finely diced"
"6462a8f74c3d0ddd28898067","640c2dd963a319ea671e3726","4 oz "
"6462a8f74c3d0ddd28898067","640c2dd963a319ea671e3677",¼ cup
"6462a8f74c3d0ddd28898067","640c2dd963a319ea671e36fc",¼ cup
"6462a8f74c3d0ddd28898067","640c2dd963a319ea671e3836","1 tbs"
"6462a8f74c3d0ddd28898067","640c2dd963a319ea671e3798","1 tbs"
"6462a8f74c3d0ddd28898067","640c2dd963a319ea671e3837",Dash
"6462a8f74c3d0ddd28898067","640c2dd963a319ea671e3738","1 tbs minced"
"6462a8f74c3d0ddd28898067","640c2dd963a319ea671e382b","1 tbs minced"
"6462a8f74c3d0ddd28898067","640c2dd963a319ea671e375e",to taste
"6462a8f74c3d0ddd28898067","640c2dd963a319ea671e373f",to taste
"6462a8f74c3d0ddd288980a7","640c2dd963a319ea671e371f","200ml"
"6462a8f74c3d0ddd288980a7","640c2dd963a319ea671e372b","60ml"
"6462a8f74c3d0ddd288980a7","640c2dd963a319ea671e36ca","2"
"6462a8f74c3d0ddd288980a7","640c2dd963a319ea671e36d7","1600g"
"6462a8f74c3d0ddd288980a7","640c2dd963a319ea671e3665","3 tsp"
"6462a8f74c3d0ddd288980a7","640c2dd963a319ea671e375e","1/2 tsp"
"6462a8f74c3d0ddd288980a7","640c2dd963a319ea671e3828","25g"
"6462a8f74c3d0ddd288980a7","640c2dd963a319ea671e3774","45g"
"6462a8f74c3d0ddd288980a7","640c2dd963a319ea671e3739","3 tbs"
"6462a8f74c3d0ddd2889805a","640c2dd963a319ea671e37f5","1"
"6462a8f74c3d0ddd2889805a","640c2dd963a319ea671e367e","2 tbs"
"6462a8f74c3d0ddd2889805a","640c2dd963a319ea671e37ae","1 chopped"
"6462a8f74c3d0ddd2889805a","640c2dd963a319ea671e383d","1 lb"
"6462a8f74c3d0ddd2889805a","640c2dd963a319ea671e3873","1/2 lb"
"6462a8f74c3d0ddd2889805a","640c2dd963a319ea671e3753","1 1/2 cups "
"6462a8f74c3d0ddd2889805a","640c2dd963a319ea671e36e3","1 tsp "
"6462a8f74c3d0ddd2889805a","640c2dd963a319ea671e375e","1 tsp "
"6462a8f74c3d0ddd2889805a","640c2dd963a319ea671e3672","1/4 tsp"
"6462a8f74c3d0ddd2889805a","640c2dd963a319ea671e377e","3 cans"
"6462a8f74c3d0ddd2889806c","640c2dd963a319ea671e37c2","400g"
"6462a8f74c3d0ddd2889806c","640c2dd963a319ea671e372c","2 tbs"
"6462a8f74c3d0ddd2889806c","640c2dd963a319ea671e3881","2"
"6462a8f74c3d0ddd2889806c","640c2dd963a319ea671e37ae",Chopped
"6462a8f74c3d0ddd2889806c","640c2dd963a319ea671e3883","1/4 "
"6462a8f74c3d0ddd2889806c","640c2dd963a319ea671e368f","2 sliced"
"6462a8f74c3d0ddd2889806c","640c2dd963a319ea671e3880","2 large"
"6462a8f74c3d0ddd2889806c","640c2dd963a319ea671e387a","1 cup "
"6462a8f74c3d0ddd2889806c","640c2dd963a319ea671e385a","2 tsp"
"6462a8f74c3d0ddd2889806c","640c2dd963a319ea671e373f",Pinch
"6462a8f74c3d0ddd2889806c","640c2dd963a319ea671e3727","2 tsp"
"6462a8f74c3d0ddd2889806c","640c2dd963a319ea671e372d","1 1/2 tsp "
"6462a8f74c3d0ddd2889806c","640c2dd963a319ea671e36e5","1 1/2 tsp "
"6462a8f74c3d0ddd2889806c","640c2dd963a319ea671e3733","1/2 tsp"
"6462a8f74c3d0ddd2889808a","640c2dd963a319ea671e383e","6 small"
"6462a8f74c3d0ddd2889808a","640c2dd963a319ea671e37c8","4 small"
"6462a8f74c3d0ddd2889808a","640c2dd963a319ea671e374f","1 thinly sliced"
"6462a8f74c3d0ddd2889808a","640c2dd963a319ea671e37e7","1 medium"
"6462a8f74c3d0ddd2889808a","640c2dd963a319ea671e37ae","1 finely chopped "
"6462a8f74c3d0ddd2889808a","640c2dd963a319ea671e383f","300g"
"6462a8f74c3d0ddd2889808a","640c2dd963a319ea671e3733","1 tsp "
"6462a8f74c3d0ddd2889808a","640c2dd963a319ea671e375a",pinch
"6462a8f74c3d0ddd2889808a","640c2dd963a319ea671e3794","200ml"
"6462a8f74c3d0ddd2889808a","640c2dd963a319ea671e378a","700ml"
"6462a8f74c3d0ddd2889808a","640c2dd963a319ea671e3832","100g "
"6462a8f74c3d0ddd2889808a","640c2dd963a319ea671e3711","1 chopped"
"6462a8f74c3d0ddd2889808a","640c2dd963a319ea671e3738",Handful
"6462a8f74c3d0ddd2889808a","640c2dd963a319ea671e375e",pinch
"6462a8f74c3d0ddd2889808a","640c2dd963a319ea671e3672",pinch
"6462a8f74c3d0ddd2889807c","640c2dd963a319ea671e37c8","2 medium"
"6462a8f74c3d0ddd2889807c","640c2dd963a319ea671e3738","2 tbs chopped"
"6462a8f74c3d0ddd2889807c","640c2dd963a319ea671e3711",Juice of 1
"6462a8f74c3d0ddd2889807c","640c2dd963a319ea671e3691","175g"
"6462a8f74c3d0ddd2889807c","640c2dd963a319ea671e372c","1 tbs"
"6462a8f74c3d0ddd2889807c","640c2dd963a319ea671e365c","350g"
"6462a8f74c3d0ddd2889807c","640c2dd963a319ea671e37ad",to serve
"6462a8f74c3d0ddd288980b6","640c2dd963a319ea671e372e","2 finely chopped"
"6462a8f74c3d0ddd288980b6","640c2dd963a319ea671e377c",sprigs of fresh
"6462a8f74c3d0ddd288980b6","640c2dd963a319ea671e372c","2 tbs"
"6462a8f74c3d0ddd288980b6","640c2dd963a319ea671e3746","1.5kg"
"6462a8f74c3d0ddd288980b6","640c2dd963a319ea671e378a","425g"
"6462a8f74c3d0ddd288980b0","640c2dd963a319ea671e387e","25g"
"6462a8f74c3d0ddd288980b0","640c2dd963a319ea671e370d","500g"
"6462a8f74c3d0ddd288980b0","640c2dd963a319ea671e36b8","1 tsp "
"6462a8f74c3d0ddd288980b0","640c2dd963a319ea671e36af","1 tsp "
"6462a8f74c3d0ddd288980b0","640c2dd963a319ea671e3733","1 tsp "
"6462a8f74c3d0ddd288980b0","640c2dd963a319ea671e36e3","1 clove finely chopped"
"6462a8f74c3d0ddd288980b0","640c2dd963a319ea671e372c",For frying
"6462a8f74c3d0ddd288980b0","640c2dd963a319ea671e3871","4"
"6462a8f74c3d0ddd288980b0","640c2dd963a319ea671e36b7",Grated
"6462a8f74c3d0ddd288980b0","640c2dd963a319ea671e36f0","200g"
"6462a8f74c3d0ddd288980b0","640c2dd963a319ea671e3722","2 tbs"
"6462a8f74c3d0ddd288980b2","640c2dd963a319ea671e3770","1  bunch"
"6462a8f74c3d0ddd288980b2","640c2dd963a319ea671e372c",Dash
"6462a8f74c3d0ddd288980b2","640c2dd963a319ea671e374c","1 finely sliced"
"6462a8f74c3d0ddd288980b2","640c2dd963a319ea671e36e3","1 clove"
"6462a8f74c3d0ddd288980b2","640c2dd963a319ea671e3747","350g"
"6462a8f74c3d0ddd288980b2","640c2dd963a319ea671e36d3","75g"
"6462a8f74c3d0ddd288980b2","640c2dd963a319ea671e367e","15g"
"6462a8f74c3d0ddd288980b2","640c2dd963a319ea671e3743","250g"
"6462a8f74c3d0ddd288980b2","640c2dd963a319ea671e3820","1 Seperated"
"6462a8f74c3d0ddd288980b2","640c2dd963a319ea671e385a","1/2 tsp"
"6462a8f74c3d0ddd288980b1","640c2dd963a319ea671e3789","1 tbs"
